Civilian_Casualties,Estimated_Dollar_Loss,Building_Status,Business_Impact,Fire_Alarm_System_Operation,Method_Of_Fire_Control,Smoke_Alarm_at_Fire_Origin,Sprinkler_System_Presence,TFS_Alarm_Time,TFS_Arrival_Time,Fire_Under_Control_Time,Number_of_responding_apparatus,Number_of_responding_personnel
9,19000,Occupied,None,Operational,CO2,NA,Not applicable,2021-12-24T10:28:55Z,2021-05-04T16:55:32Z,2021-03-01T18:30:33Z,4,11
8,60100,NA,Minor,Operational,NA,Absent,Present,2021-11-04T11:34:15Z,2021-09-19T12:29:00Z,2021-09-08T13:24:14Z,7,25
1,72400,Occupied,None,NA,No intervention,Present,Present,2021-07-21T17:27:07Z,2021-05-26T03:25:40Z,2021-04-17T13:39:13Z,5,45
8,76900,Occupied,None,Operational,No intervention,Present,Not applicable,2021-01-11T09:29:28Z,2021-11-10T20:12:34Z,2021-05-23T12:01:13Z,9,28
10,96000,Occupied,Minor,Operational,Dry chemical,Present,Absent,2021-11-09T06:52:03Z,2021-03-27T17:23:43Z,2021-07-13T01:21:59Z,5,21
7,93900,Occupied,NA,Not present,No intervention,Unknown,Absent,2021-03-09T22:06:36Z,2021-01-09T17:51:29Z,2021-01-24T01:07:37Z,5,11
8,75800,NA,None,Operational,CO2,Absent,Not applicable,2021-04-16T19:51:05Z,2021-03-06T22:17:40Z,2021-03-26T05:29:22Z,6,5
3,1700,Occupied,None,Operational,CO2,Absent,Not applicable,2021-06-04T17:02:35Z,2021-02-10T09:04:00Z,2021-07-13T21:20:53Z,2,27
1,67000,Unoccupied,None,Operational,Foam,Unknown,Present,2021-11-02T03:01:47Z,2021-11-18T03:22:52Z,2021-05-03T17:11:34Z,3,6
10,61000,Occupied,None,Operational,CO2,NA,Absent,2021-09-13T03:09:44Z,2021-03-01T05:47:28Z,2021-02-27T08:17:16Z,2,25
6,19200,Occupied,Moderate,Operational,NA,Present,Not applicable,2021-07-06T10:42:01Z,2021-06-27T03:09:35Z,2021-12-25T01:28:10Z,1,15
7,93700,Occupied,Severe,Operational,NA,Absent,Present,2021-04-18T13:32:12Z,2021-12-06T19:30:59Z,2021-10-11T06:57:27Z,6,44
3,98200,Abandoned,Moderate,Operational,CO2,Present,Absent,2021-09-12T23:02:47Z,2021-01-08T16:15:41Z,2021-12-26T20:47:44Z,10,25
3,57200,Unoccupied,Moderate,Not present,No intervention,Absent,Present,2021-11-07T18:43:26Z,2021-02-22T02:17:17Z,2021-03-20T22:13:19Z,3,10
4,37100,Occupied,Minor,Operational,No intervention,Present,Not applicable,2021-02-10T12:18:08Z,2021-06-13T05:27:49Z,2021-12-23T07:30:10Z,8,29
10,80500,Occupied,Minor,Operational,CO2,Present,Present,2021-09-11T00:14:41Z,2021-01-28T03:41:29Z,2021-01-11T02:07:57Z,10,15
0,24000,Occupied,None,NA,Foam,Present,Absent,2021-02-12T03:29:33Z,2021-03-22T13:29:04Z,2021-09-07T10:08:31Z,6,49
3,6300,Occupied,NA,Operational,CO2,Present,Not applicable,2021-01-10T06:33:15Z,2021-02-20T18:04:24Z,2021-05-09T17:53:27Z,1,50
2,60000,Occupied,None,Operational,NA,Unknown,Absent,2021-04-18T00:00:16Z,2021-07-28T04:33:11Z,2021-02-13T08:28:47Z,10,2
1,96800,Occupied,None,Operational,Water,Absent,Present,2021-02-27T06:37:09Z,2021-02-18T10:52:44Z,2021-06-01T17:00:27Z,6,27
1,12800,Occupied,Moderate,Not present,Foam,Present,Absent,2021-01-24T19:19:40Z,2021-02-08T07:24:28Z,2021-11-16T11:07:38Z,2,42
6,95800,Unoccupied,None,Operational,Foam,Present,Absent,2021-11-22T03:55:51Z,2021-02-15T00:15:57Z,2021-08-10T10:59:13Z,6,36
2,36800,Occupied,None,Operational,Dry chemical,Present,Not applicable,2021-10-19T06:45:26Z,2021-11-05T08:49:24Z,2021-09-14T00:30:45Z,6,48
1,87600,Occupied,Minor,Operational,NA,Absent,Not applicable,2021-03-23T06:34:01Z,2021-12-11T07:45:50Z,2021-10-13T01:45:52Z,3,44
9,22400,Occupied,NA,Operational,NA,Absent,Present,2021-01-05T04:20:01Z,2021-09-30T01:59:06Z,2021-12-05T00:18:30Z,4,48
6,47500,Occupied,None,Operational,Water,Absent,Absent,2021-06-10T04:01:57Z,2021-03-04T18:49:38Z,2021-10-09T14:00:10Z,7,2
10,16700,Occupied,None,Operational,Foam,Present,Not applicable,2021-03-16T11:56:57Z,2021-02-17T09:45:21Z,2021-11-08T19:31:41Z,10,29
0,72700,Occupied,Minor,Operational,Water,Present,Not applicable,2021-06-21T05:05:49Z,2021-02-02T02:01:51Z,2021-08-18T00:39:01Z,7,46
4,25900,Occupied,None,Operational,Foam,Absent,Absent,2021-05-11T11:12:19Z,2021-07-02T08:29:09Z,2021-10-18T22:31:17Z,10,3
10,21600,Abandoned,None,Not present,Dry chemical,Absent,Not applicable,2021-07-18T17:07:30Z,2021-08-16T07:13:16Z,2021-08-28T15:31:44Z,1,11
9,97500,Occupied,None,Operational,Foam,Absent,NA,2021-07-08T07:57:18Z,2021-10-18T18:52:03Z,2021-08-28T04:54:08Z,6,49
2,49100,NA,None,Operational,No intervention,Present,Not applicable,2021-06-03T21:38:56Z,2021-04-30T02:35:36Z,2021-03-01T07:22:45Z,3,42
0,13000,Occupied,Minor,NA,Water,NA,Present,2021-10-05T11:59:10Z,2021-03-11T03:30:44Z,2021-01-08T02:37:48Z,5,41
0,49900,Occupied,None,Operational,Foam,Unknown,Not applicable,2021-09-19T20:36:26Z,2021-07-23T08:03:05Z,2021-05-20T18:29:14Z,6,15
1,1700,Occupied,None,Not present,Water,Absent,Present,2021-04-15T07:39:10Z,2021-03-19T13:46:44Z,2021-06-21T12:21:15Z,2,20
0,38400,Occupied,Moderate,Non-operational,Water,Present,Absent,2021-07-15T22:16:23Z,2021-11-02T19:40:22Z,2021-07-27T10:36:43Z,6,22
3,14900,Unoccupied,Moderate,Non-operational,Water,Present,Present,2021-09-17T11:49:27Z,2021-08-07T17:16:11Z,2021-12-26T06:44:31Z,3,2
10,22300,Occupied,None,Operational,Water,Present,Absent,2021-05-01T11:19:03Z,2021-02-04T14:11:53Z,2021-09-10T02:10:16Z,4,21
4,54800,Occupied,Severe,Operational,Foam,Absent,Not applicable,2021-01-12T17:54:43Z,2021-01-06T16:32:16Z,2021-08-24T08:10:17Z,1,37
2,52600,Unoccupied,None,Operational,No intervention,Absent,Absent,2021-07-27T10:55:50Z,2021-05-11T02:48:57Z,2021-01-05T12:37:20Z,5,6
7,6500,Occupied,None,Operational,CO2,NA,Not applicable,2021-01-04T19:24:23Z,2021-05-21T13:58:31Z,2021-08-16T17:56:17Z,4,10
0,32800,Occupied,None,Operational,Water,Unknown,Present,2021-03-25T16:39:53Z,2021-02-16T02:46:50Z,2021-09-26T00:31:30Z,6,8
0,40800,Abandoned,Moderate,NA,Foam,Present,Present,2021-03-01T18:08:34Z,2021-12-21T03:07:22Z,2021-04-09T23:07:27Z,1,39
2,78700,Occupied,None,Operational,Water,Unknown,Present,2021-02-13T08:08:44Z,2021-09-16T15:07:22Z,2021-03-02T16:02:47Z,2,13
10,91600,Occupied,None,Operational,Water,Present,Present,2021-09-30T19:07:06Z,2021-09-08T04:44:35Z,2021-01-04T22:48:24Z,5,12
6,58700,Occupied,None,Operational,No intervention,Present,Absent,2021-09-15T03:54:25Z,2021-04-01T21:05:59Z,2021-04-04T08:04:35Z,3,34
2,13500,Occupied,Moderate,Non-operational,Foam,Present,Absent,2021-09-15T02:06:46Z,2021-02-03T05:41:19Z,2021-03-03T00:03:01Z,1,20
2,3700,Occupied,None,Non-operational,NA,NA,Not applicable,2021-11-06T02:05:37Z,2021-05-13T02:29:51Z,2021-09-27T18:53:41Z,3,25
10,71800,Occupied,Moderate,Operational,No intervention,Absent,Present,2021-08-23T18:00:49Z,2021-11-21T23:21:18Z,2021-08-31T00:48:54Z,4,6
5,82200,Occupied,Moderate,Operational,Water,Absent,Not applicable,2021-06-01T20:51:31Z,2021-02-18T04:06:36Z,2021-10-12T21:49:12Z,7,23
4,30700,Occupied,Minor,Operational,NA,Present,Not applicable,2021-11-30T17:59:46Z,2021-06-01T06:52:03Z,2021-07-30T20:13:47Z,10,46
2,39600,NA,Moderate,Operational,Dry chemical,Absent,Absent,2021-10-25T12:38:16Z,2021-07-18T04:44:25Z,2021-04-26T17:01:13Z,3,5
4,23100,Occupied,Moderate,Non-operational,No intervention,Absent,Not applicable,2021-02-03T11:27:25Z,2021-01-15T05:43:43Z,2021-07-26T14:55:59Z,5,34
0,43600,Occupied,Moderate,NA,Foam,Absent,Present,2021-05-05T08:46:54Z,2021-05-18T08:59:13Z,2021-05-08T12:38:25Z,10,22
6,47200,Occupied,None,Operational,Foam,Unknown,Present,2021-04-29T19:35:47Z,2021-03-29T18:02:37Z,2021-11-10T01:56:06Z,8,32
2,4100,Occupied,Severe,Non-operational,NA,Present,Absent,2021-02-22T06:46:38Z,2021-01-22T23:24:53Z,2021-03-20T12:48:07Z,6,9
7,91400,NA,Minor,Not present,CO2,Absent,Absent,2021-02-24T08:50:39Z,2021-02-20T04:26:10Z,2021-04-30T06:11:10Z,2,6
10,61100,Abandoned,None,NA,Foam,Present,Not applicable,2021-05-20T02:19:43Z,2021-04-16T23:31:12Z,2021-11-21T22:28:28Z,2,10
6,15800,Occupied,None,Operational,NA,Absent,Absent,2021-11-30T15:07:52Z,2021-12-24T06:23:48Z,2021-12-29T10:19:13Z,9,50
2,15900,Occupied,None,Operational,Foam,Present,Not applicable,2021-07-15T21:39:43Z,2021-07-19T21:18:12Z,2021-12-04T03:06:43Z,4,19
9,79500,Occupied,None,Operational,Water,Present,Absent,2021-06-15T06:20:50Z,2021-04-18T02:08:28Z,2021-07-22T14:28:17Z,9,48
9,93600,Occupied,Moderate,Operational,Dry chemical,Present,Present,2021-06-27T03:31:51Z,2021-10-25T21:39:35Z,2021-01-13T18:25:04Z,8,28
4,50900,Occupied,None,Operational,No intervention,Present,Not applicable,2021-02-19T18:49:49Z,2021-12-08T13:40:34Z,2021-04-12T13:32:12Z,4,3
1,88700,Occupied,Minor,Operational,NA,Absent,Present,2021-08-14T02:42:06Z,2021-03-15T20:20:58Z,2021-06-29T02:41:27Z,5,26
4,20700,NA,None,Operational,NA,Present,Not applicable,2021-09-05T17:42:13Z,2021-05-01T11:41:13Z,2021-06-07T16:57:38Z,10,24
8,16700,Occupied,None,NA,Dry chemical,Present,Absent,2021-12-31T15:48:20Z,2021-05-03T21:07:00Z,2021-05-04T21:05:49Z,10,9
6,19300,Abandoned,Minor,Not present,Water,Present,Absent,2021-09-07T12:32:47Z,2021-01-24T15:23:53Z,2021-11-29T02:28:23Z,5,23
6,81300,Occupied,Moderate,Non-operational,Dry chemical,Absent,Not applicable,2021-11-09T11:59:55Z,2021-12-10T23:47:04Z,2021-10-28T19:34:47Z,4,33
6,54400,Occupied,None,Operational,Dry chemical,Present,Absent,2021-12-04T02:55:48Z,2021-08-21T10:01:55Z,2021-08-06T03:14:59Z,5,39
9,51100,Occupied,Moderate,Operational,No intervention,Absent,Not applicable,2021-08-20T14:42:19Z,2021-07-24T18:50:45Z,2021-06-23T12:56:59Z,5,14
3,52100,Occupied,None,Operational,NA,NA,Present,2021-12-20T22:23:54Z,2021-04-11T01:44:06Z,2021-02-17T16:39:47Z,4,31
1,93800,Occupied,Moderate,Non-operational,CO2,Unknown,NA,2021-06-08T05:00:58Z,2021-03-20T10:34:34Z,2021-05-13T13:08:08Z,3,27
7,35600,Unoccupied,None,Operational,Water,Present,Absent,2021-02-06T19:44:40Z,2021-08-07T11:55:16Z,2021-09-30T11:40:54Z,1,13
3,90000,Occupied,NA,Operational,Foam,Present,Not applicable,2021-11-06T21:13:30Z,2021-12-06T07:08:55Z,2021-02-17T03:12:56Z,2,36
8,18200,Occupied,None,Operational,Foam,Present,NA,2021-01-12T15:36:25Z,2021-03-25T12:21:18Z,2021-08-11T02:49:15Z,5,1
8,12100,Occupied,None,Operational,No intervention,Present,Not applicable,2021-10-16T06:44:54Z,2021-01-11T08:10:01Z,2021-04-24T13:47:37Z,9,9
7,27700,Occupied,None,Operational,Dry chemical,Present,Present,2021-02-01T13:26:19Z,2021-10-11T03:09:53Z,2021-08-13T11:36:06Z,3,23
5,21200,Occupied,Moderate,Operational,Foam,Present,Absent,2021-03-25T02:32:04Z,2021-03-09T22:00:57Z,2021-11-20T02:39:06Z,7,49
9,95000,Occupied,None,Operational,No intervention,Present,Present,2021-12-30T12:55:58Z,2021-12-28T14:29:14Z,2021-11-03T16:20:03Z,8,31
3,25400,Occupied,Minor,Operational,Water,Present,Present,2021-05-19T11:28:03Z,2021-03-08T11:51:34Z,2021-06-29T22:22:27Z,10,14
8,8000,NA,None,NA,NA,Absent,Absent,2021-08-12T13:50:50Z,2021-04-11T05:16:57Z,2021-08-30T02:16:55Z,6,50
2,36200,Occupied,None,Operational,Water,Present,Not applicable,2021-11-10T06:16:04Z,2021-07-24T04:12:32Z,2021-09-03T19:01:53Z,4,36
10,90900,Occupied,None,Operational,NA,Absent,Present,2021-06-12T05:59:28Z,2021-06-20T11:02:57Z,2021-02-02T18:27:43Z,6,44
9,89600,Occupied,None,Operational,Dry chemical,Absent,Not applicable,2021-09-06T20:41:58Z,2021-10-31T04:01:52Z,2021-12-17T22:19:17Z,10,20
6,53400,Occupied,Moderate,Operational,NA,Present,Present,2021-09-15T16:56:50Z,2021-07-12T06:49:09Z,2021-09-02T04:56:51Z,5,31
6,52800,Unoccupied,None,NA,Water,NA,Present,2021-11-18T22:21:05Z,2021-07-20T03:35:16Z,2021-02-05T00:48:02Z,5,1
3,99900,Occupied,Minor,Operational,NA,Present,Present,2021-07-21T14:46:14Z,2021-09-04T03:59:19Z,2021-02-04T14:00:13Z,6,36
6,21400,Occupied,Severe,Non-operational,No intervention,NA,Present,2021-10-01T16:16:32Z,2021-01-05T11:46:33Z,2021-01-30T03:49:20Z,8,12
8,29400,Unoccupied,Moderate,Non-operational,CO2,Absent,Absent,2021-04-07T04:47:13Z,2021-10-18T23:03:16Z,2021-10-28T13:20:08Z,7,44
6,90300,Occupied,None,Operational,CO2,Absent,Absent,2021-03-16T21:13:11Z,2021-09-23T06:46:07Z,2021-05-31T11:38:43Z,7,48
4,73800,Unoccupied,Minor,Not present,CO2,Present,Not applicable,2021-09-12T14:39:05Z,2021-02-22T10:48:17Z,2021-02-23T17:53:04Z,1,10
6,28900,Occupied,None,Operational,Dry chemical,Present,NA,2021-12-03T05:06:55Z,2021-11-12T13:21:43Z,2021-03-10T12:30:03Z,7,1
6,54100,Occupied,Moderate,Operational,Foam,Unknown,Not applicable,2021-07-02T06:28:13Z,2021-05-24T08:45:41Z,2021-11-03T17:42:58Z,8,45
6,37100,Occupied,Minor,Operational,Water,Present,NA,2021-11-27T03:10:43Z,2021-12-13T03:21:54Z,2021-10-14T18:47:51Z,2,19
5,99400,Occupied,Minor,Operational,Foam,Absent,Absent,2021-09-20T05:17:00Z,2021-09-24T06:36:09Z,2021-03-10T00:33:51Z,8,47
8,16400,Occupied,None,Operational,CO2,Unknown,Not applicable,2021-06-14T10:57:03Z,2021-08-23T12:35:22Z,2021-02-12T03:53:44Z,10,37
1,52300,NA,Moderate,Operational,Water,NA,Present,2021-06-14T21:59:54Z,2021-02-02T22:02:41Z,2021-11-03T18:00:32Z,8,33
4,3500,NA,None,NA,Dry chemical,Absent,Present,2021-09-21T04:25:31Z,2021-04-27T12:50:47Z,2021-02-01T04:19:46Z,7,2
7,77700,Unoccupied,Moderate,Operational,Dry chemical,Present,NA,2021-06-20T07:55:04Z,2021-02-28T06:14:26Z,2021-08-12T17:34:21Z,5,29
3,84400,Occupied,Moderate,Operational,Water,Present,Present,2021-03-03T19:32:47Z,2021-04-21T06:15:58Z,2021-11-01T14:38:14Z,10,40
5,83800,Occupied,None,NA,Foam,Present,Not applicable,2021-01-21T20:05:40Z,2021-08-30T07:33:00Z,2021-09-15T17:22:18Z,2,49
4,59900,Occupied,Minor,Operational,Dry chemical,Present,Present,2021-12-12T23:52:29Z,2021-06-16T23:02:14Z,2021-02-28T14:18:41Z,8,17
10,59700,Abandoned,NA,Operational,NA,Present,Not applicable,2021-12-18T16:13:41Z,2021-09-23T20:55:52Z,2021-07-17T14:23:54Z,10,1
9,90500,Occupied,None,Operational,No intervention,Present,Present,2021-06-30T15:54:05Z,2021-11-29T12:03:52Z,2021-06-16T09:26:05Z,10,35
2,56000,Occupied,Minor,Operational,No intervention,Absent,Present,2021-05-02T11:10:50Z,2021-10-28T04:17:20Z,2021-03-28T15:30:55Z,6,3
9,37300,Unoccupied,Minor,Operational,No intervention,Present,Not applicable,2021-06-23T07:14:43Z,2021-05-19T17:12:39Z,2021-01-19T10:56:49Z,7,37
2,76600,Occupied,Minor,Operational,No intervention,Present,Absent,2021-01-16T22:53:20Z,2021-09-18T21:01:41Z,2021-10-05T07:45:22Z,4,43
0,4200,Occupied,Minor,Operational,CO2,Absent,Not applicable,2021-10-11T08:27:13Z,2021-02-11T05:18:05Z,2021-11-28T02:27:38Z,7,47
5,4100,Occupied,Moderate,Operational,Foam,Absent,Present,2021-09-30T01:48:31Z,2021-10-24T01:22:29Z,2021-10-16T20:18:41Z,6,48
1,28200,Occupied,Moderate,Non-operational,Water,Present,Present,2021-04-23T15:20:15Z,2021-08-24T06:20:51Z,2021-09-02T08:16:27Z,1,23
3,87500,Occupied,None,Operational,No intervention,Absent,Not applicable,2021-05-05T03:01:44Z,2021-05-24T14:53:00Z,2021-10-16T22:48:35Z,8,9
8,13700,Occupied,Moderate,Operational,Water,Present,NA,2021-07-20T00:59:37Z,2021-04-01T06:40:48Z,2021-10-19T07:50:51Z,10,14
10,71600,NA,NA,Operational,Foam,Absent,Not applicable,2021-09-19T11:04:57Z,2021-11-16T19:26:46Z,2021-02-17T07:37:21Z,3,11
3,93000,Unoccupied,Moderate,Operational,Foam,Absent,Absent,2021-08-05T20:03:26Z,2021-06-10T07:03:38Z,2021-10-26T22:41:47Z,5,4
2,11100,NA,None,Operational,Foam,Absent,Absent,2021-09-03T16:41:30Z,2021-06-13T11:42:29Z,2021-02-06T06:43:26Z,1,40
4,73900,Unoccupied,Moderate,Operational,Foam,Unknown,Not applicable,2021-10-28T06:15:20Z,2021-11-04T17:02:23Z,2021-03-14T22:55:43Z,4,43
1,59100,Occupied,Severe,Operational,CO2,Present,Present,2021-02-15T13:45:27Z,2021-11-05T01:47:58Z,2021-03-21T14:09:17Z,3,36
8,5400,Occupied,None,Non-operational,Dry chemical,Present,Absent,2021-12-29T00:12:50Z,2021-06-25T03:51:11Z,2021-07-25T17:08:57Z,8,37
1,69500,Occupied,Minor,Operational,Water,Absent,Present,2021-04-24T23:26:24Z,2021-10-05T22:36:20Z,2021-08-21T14:53:47Z,9,10
7,8100,Occupied,None,Operational,Foam,Present,Present,2021-10-27T19:47:52Z,2021-03-01T06:21:22Z,2021-09-11T10:08:43Z,5,6
3,94800,Abandoned,None,Operational,NA,Present,Absent,2021-09-15T02:32:10Z,2021-07-23T09:01:34Z,2021-03-19T00:53:42Z,8,31
3,8500,Occupied,None,Operational,CO2,Absent,Not applicable,2021-04-08T19:30:04Z,2021-06-16T06:21:38Z,2021-05-28T03:30:57Z,1,16
3,35000,Occupied,None,Operational,Foam,Absent,Not applicable,2021-02-25T14:11:24Z,2021-04-29T12:21:44Z,2021-06-29T15:54:13Z,3,23
0,54100,Occupied,None,Operational,CO2,Present,Absent,2021-09-04T12:41:15Z,2021-08-05T21:07:13Z,2021-09-09T09:48:57Z,10,29
3,93200,Occupied,None,Operational,NA,Present,Absent,2021-10-15T11:41:08Z,2021-08-19T07:54:38Z,2021-03-18T17:47:39Z,2,35
3,53700,Occupied,Severe,Operational,Water,Absent,Absent,2021-06-12T18:13:12Z,2021-10-02T19:29:20Z,2021-12-22T22:26:25Z,6,25
3,38900,Abandoned,Minor,Operational,Foam,Absent,Absent,2021-05-18T22:43:34Z,2021-03-24T14:12:58Z,2021-07-26T11:46:36Z,2,43
9,42800,Occupied,None,Non-operational,CO2,Absent,Absent,2021-01-02T20:48:31Z,2021-04-28T01:49:57Z,2021-06-22T16:29:52Z,8,18
8,75600,Occupied,Minor,Operational,Foam,NA,Absent,2021-08-10T21:59:56Z,2021-10-24T17:24:19Z,2021-10-31T08:12:33Z,8,39
9,65900,Abandoned,None,Operational,Foam,Absent,Absent,2021-01-20T01:09:46Z,2021-11-17T16:30:29Z,2021-06-12T03:10:29Z,10,41
0,34500,Unoccupied,None,Non-operational,Foam,Absent,Present,2021-02-15T12:37:35Z,2021-06-07T20:31:10Z,2021-05-17T20:46:47Z,8,20
0,89900,Occupied,Moderate,Operational,Water,Absent,Present,2021-03-24T18:47:56Z,2021-04-20T10:39:06Z,2021-11-20T06:45:56Z,4,4
1,23500,Unoccupied,None,Operational,NA,Absent,Not applicable,2021-11-07T22:09:18Z,2021-08-10T12:15:23Z,2021-08-08T07:41:13Z,10,23
1,38000,Occupied,None,NA,Water,Present,Absent,2021-06-24T20:21:28Z,2021-02-26T07:01:01Z,2021-03-17T14:28:57Z,6,14
4,94100,Abandoned,NA,Non-operational,CO2,NA,Absent,2021-08-07T20:09:46Z,2021-06-23T21:44:46Z,2021-03-15T04:43:36Z,5,26
0,88300,Occupied,None,Operational,Water,NA,Not applicable,2021-11-11T16:46:50Z,2021-02-28T21:00:33Z,2021-04-03T11:13:24Z,8,17
8,96300,Occupied,Minor,Non-operational,Dry chemical,Absent,NA,2021-01-23T08:08:22Z,2021-09-10T20:48:24Z,2021-08-23T20:20:13Z,1,3
6,31500,Abandoned,Moderate,Operational,Foam,Absent,Present,2021-05-20T13:30:47Z,2021-04-30T05:31:44Z,2021-03-28T18:16:16Z,8,40
9,25500,Occupied,Moderate,Operational,CO2,Present,Present,2021-12-23T07:16:17Z,2021-01-11T17:31:29Z,2021-08-27T13:20:33Z,8,14
6,50500,Occupied,None,Operational,CO2,Present,Not applicable,2021-03-12T07:56:59Z,2021-06-05T11:42:19Z,2021-03-28T23:06:39Z,6,46
10,53800,Unoccupied,Moderate,Operational,CO2,NA,Absent,2021-05-05T07:00:40Z,2021-10-27T14:29:23Z,2021-09-20T15:53:06Z,10,12
7,33700,NA,None,Operational,NA,Present,NA,2021-09-29T09:49:47Z,2021-07-28T13:55:35Z,2021-10-06T16:15:03Z,4,24
3,53000,Occupied,None,Not present,Foam,Absent,Not applicable,2021-07-03T11:12:32Z,2021-07-31T22:20:58Z,2021-02-27T02:50:51Z,9,37
8,99200,Occupied,Moderate,Not present,No intervention,Absent,Absent,2021-08-30T07:42:28Z,2021-07-02T08:09:18Z,2021-11-26T18:23:54Z,7,24
0,9300,Occupied,None,Non-operational,No intervention,Absent,NA,2021-11-29T05:10:47Z,2021-12-22T01:01:41Z,2021-04-29T01:49:43Z,8,49
9,20200,NA,Minor,Operational,NA,Present,Absent,2021-04-30T22:22:18Z,2021-05-21T09:32:33Z,2021-11-23T08:27:42Z,3,14
7,24100,Occupied,None,Operational,No intervention,Absent,NA,2021-12-27T04:00:30Z,2021-06-07T14:16:48Z,2021-06-20T04:32:34Z,8,16
0,89500,NA,Severe,Operational,Water,Present,Present,2021-03-08T09:07:58Z,2021-04-02T05:49:36Z,2021-07-22T10:00:20Z,2,21
3,35000,Occupied,None,NA,Water,Absent,Absent,2021-10-14T06:36:37Z,2021-09-01T10:35:49Z,2021-02-04T13:58:17Z,9,8
6,30700,Occupied,Moderate,Operational,NA,NA,Absent,2021-10-29T20:25:41Z,2021-11-27T19:11:32Z,2021-05-17T09:56:32Z,1,22
10,32000,Abandoned,Moderate,Operational,NA,Present,Not applicable,2021-01-01T07:32:38Z,2021-05-31T05:30:00Z,2021-06-19T19:34:10Z,6,7
7,14900,Occupied,None,Operational,Dry chemical,Unknown,Present,2021-11-14T01:11:44Z,2021-06-04T08:30:54Z,2021-07-03T02:40:41Z,1,12
7,46900,Occupied,Minor,Operational,Foam,Absent,Not applicable,2021-07-25T22:00:13Z,2021-10-10T14:34:13Z,2021-08-24T06:22:13Z,3,13
1,48000,Abandoned,None,Operational,Water,NA,Not applicable,2021-09-01T09:26:09Z,2021-05-03T10:49:08Z,2021-04-30T04:50:03Z,5,10
7,35400,Occupied,None,Operational,NA,Absent,Absent,2021-01-10T21:36:35Z,2021-07-30T05:37:38Z,2021-04-02T17:00:20Z,2,42
2,97000,Abandoned,Moderate,Not present,NA,Absent,Not applicable,2021-08-05T05:20:03Z,2021-03-24T15:59:21Z,2021-04-15T11:30:42Z,7,18
6,33900,NA,None,Operational,No intervention,Present,Present,2021-06-21T06:01:30Z,2021-07-30T00:37:47Z,2021-09-05T07:29:58Z,6,42
7,44600,Occupied,Moderate,Operational,No intervention,Absent,Present,2021-07-05T13:30:58Z,2021-03-16T09:06:29Z,2021-10-05T12:13:28Z,4,26
10,18500,Occupied,None,Operational,Foam,Absent,Not applicable,2021-02-12T09:01:00Z,2021-05-16T12:49:08Z,2021-01-15T09:08:14Z,5,50
5,47400,NA,Minor,Operational,No intervention,Present,Not applicable,2021-03-23T14:29:48Z,2021-03-29T22:28:54Z,2021-08-04T17:08:04Z,5,14
9,32600,Occupied,None,Not present,NA,Present,Not applicable,2021-06-26T10:29:10Z,2021-09-10T05:22:31Z,2021-11-30T10:12:09Z,1,26
10,28500,Occupied,Moderate,Operational,Water,Present,Absent,2021-08-20T12:18:18Z,2021-06-11T19:51:46Z,2021-02-20T20:36:46Z,3,19
4,33600,Occupied,None,Operational,NA,Present,Absent,2021-05-24T17:37:15Z,2021-07-19T09:14:24Z,2021-04-13T19:07:03Z,10,28
9,56000,Abandoned,Minor,Operational,Foam,Present,Absent,2021-06-21T21:33:29Z,2021-12-23T00:20:39Z,2021-04-28T23:55:12Z,2,31
8,98700,Occupied,None,Operational,Water,Present,Not applicable,2021-03-26T05:26:47Z,2021-09-17T16:12:21Z,2021-07-17T03:23:38Z,8,28
10,21100,Occupied,None,Operational,Water,Present,Not applicable,2021-02-28T20:01:06Z,2021-01-04T01:10:38Z,2021-11-04T09:55:53Z,7,32
5,51100,Occupied,None,NA,Dry chemical,Present,Absent,2021-01-25T18:48:34Z,2021-11-24T02:27:08Z,2021-03-09T10:40:01Z,3,17
2,45800,Occupied,Severe,Operational,Foam,Absent,Present,2021-09-15T05:33:32Z,2021-10-03T07:30:27Z,2021-03-08T09:38:28Z,10,20
1,8300,Occupied,None,Not present,No intervention,NA,Not applicable,2021-09-21T03:01:33Z,2021-12-14T03:07:42Z,2021-06-24T01:54:15Z,1,9
8,72700,Occupied,None,Non-operational,CO2,Present,Present,2021-11-09T09:16:57Z,2021-09-09T01:52:51Z,2021-09-21T19:42:53Z,2,3
4,7400,Occupied,None,Operational,CO2,Absent,Present,2021-10-20T21:17:21Z,2021-11-22T19:44:49Z,2021-07-29T23:41:09Z,1,14
2,55400,Occupied,NA,Operational,No intervention,Unknown,Not applicable,2021-03-19T06:17:48Z,2021-11-30T12:01:34Z,2021-12-03T22:36:58Z,8,42
0,37000,Abandoned,NA,Operational,Dry chemical,Absent,Present,2021-07-21T06:06:01Z,2021-08-15T10:11:46Z,2021-02-05T05:18:50Z,4,50
0,21900,Occupied,Minor,Non-operational,CO2,Present,Absent,2021-05-06T04:32:53Z,2021-05-22T13:17:02Z,2021-02-06T05:08:13Z,4,12
0,43300,Abandoned,NA,Operational,Foam,Absent,Present,2021-06-10T09:56:28Z,2021-11-21T07:35:57Z,2021-06-24T18:00:21Z,1,49
3,6500,Occupied,None,Operational,Dry chemical,Present,Not applicable,2021-09-14T12:33:27Z,2021-08-21T16:31:18Z,2021-11-17T07:53:22Z,7,44
